#name,startNode,endNode,backname,mode,fiberType,length,measuredLossC,fixFiberMargin,fiberMarginPerKm,spanFixMargin,totalFiberLoss,measuredDispersionLambdaRefC,measuredDispersionSlopeC,measuredPmd,lossesToNode,lossesFromNode,deltaBackwardPumpingRamanGain,deltaForwardPumpingRamanGain,estimatedLossC,estimatedDispersionLambdaRefC,estimatedDispersionSlopeC,estimatedPmd,sharedRiskLinkGroup,startNodeType,endNodeType,startSiteLatitudeDeg,startSiteLatitudeMin,startSiteLatitudeSec,startSiteLongitudeDeg,startSiteLongitudeMin,startSiteLongitudeSec,endSiteLatitudeDeg,endSiteLatitudeMin,endSiteLatitudeSec,endSiteLongitudeDeg,endSiteLongitudeMin,endSiteLongitudeSec,startNode.version,endNode.version,startNode.systemType,endNode.systemType,dhcpPoolDomainName,protecting,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource,subNetNameTarget,subNetDescriptionTarget,subNetAreaScaleTarget,subNetAreaHeightTarget,subNetAreaWidthTarget,subNetLatitudeTarget,subNetLongitudeTarget,subNetIconLatitudeTarget,subNetIconLongitudeTarget
#Version 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0316,S0087-100,S0088-100,F0315,Auto,SSMF,76.5,16.064999999,0.0,0.01,0.0,18.529999999,1285.2,0.058,0.437321392,0.25,0.25,0.0,0.0,16.064999999,1285.2,0.058,0.437321392,,OLR,OLR,41.0,26.0,58.0,14.0,46.0,18.0,41.0,39.0,32.0,14.0,47.0,47.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0319,S0089-100,S0090-100,F0320,Auto,LEAF Corning,60.75,13.365,0.0,0.01,0.0,15.4725,255.15,0.086,0.311769145,0.25,0.25,0.0,0.0,13.365,255.15,0.086,0.311769145,,OLR,OLR,42.0,0.0,31.0,13.0,16.0,52.0,41.0,45.0,4.0,13.0,40.0,35.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0320,S0090-100,S0089-100,F0319,Auto,LEAF Corning,60.75,13.365,0.0,0.01,0.0,15.4725,255.15,0.086,0.311769145,0.25,0.25,0.0,0.0,13.365,255.15,0.086,0.311769145,,OLR,OLR,41.0,45.0,4.0,13.0,40.0,35.0,42.0,0.0,31.0,13.0,16.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0321,S0090-100,S0091-100,F0322,Auto,LEAF Corning,60.75,13.365,0.0,0.01,0.0,15.4725,255.15,0.086,0.311769145,0.25,0.25,0.0,0.0,13.365,255.15,0.086,0.311769145,,OLR,OLR,41.0,45.0,4.0,13.0,40.0,35.0,41.0,32.0,53.0,13.0,59.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0322,S0091-100,S0090-100,F0321,Auto,LEAF Corning,60.75,13.365,0.0,0.01,0.0,15.4725,255.15,0.086,0.311769145,0.25,0.25,0.0,0.0,13.365,255.15,0.086,0.311769145,,OLR,OLR,41.0,32.0,53.0,13.0,59.0,51.0,41.0,45.0,4.0,13.0,40.0,35.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0325,S0092-100,S0093-100,F0326,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,OLR,40.0,32.0,30.0,14.0,9.0,15.0,40.0,7.0,38.0,14.0,21.0,36.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0326,S0093-100,S0092-100,F0325,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,OLR,40.0,7.0,38.0,14.0,21.0,36.0,40.0,32.0,30.0,14.0,9.0,15.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0327,S0093-100,S0094-100,F0328,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,OLR,40.0,7.0,38.0,14.0,21.0,36.0,39.0,53.0,15.0,14.0,33.0,57.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0328,S0094-100,S0093-100,F0327,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,OLR,39.0,53.0,15.0,14.0,33.0,57.0,40.0,7.0,38.0,14.0,21.0,36.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0329,S0094-100,S0095-100,F0330,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,OLR,39.0,53.0,15.0,14.0,33.0,57.0,39.0,39.0,12.0,14.0,56.0,11.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0330,S0095-100,S0094-100,F0329,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,OLR,39.0,39.0,12.0,14.0,56.0,11.0,39.0,53.0,15.0,14.0,33.0,57.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0331,S0095-100,S0096-100,F0332,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,OLR,39.0,39.0,12.0,14.0,56.0,11.0,39.0,21.0,17.0,15.0,21.0,24.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0332,S0096-100,S0095-100,F0331,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,OLR,39.0,21.0,17.0,15.0,21.0,24.0,39.0,39.0,12.0,14.0,56.0,11.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0335,S0097-100,S0098-100,F0336,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,40.0,50.0,52.0,14.0,48.0,17.0,40.0,31.0,45.0,15.0,1.0,38.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0336,S0098-100,S0097-100,F0335,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,40.0,31.0,45.0,15.0,1.0,38.0,40.0,50.0,52.0,14.0,48.0,17.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0337,S0098-100,S0099-100,F0338,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,40.0,31.0,45.0,15.0,1.0,38.0,40.0,14.0,26.0,15.0,12.0,30.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0338,S0099-100,S0098-100,F0337,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,40.0,14.0,26.0,15.0,12.0,30.0,40.0,31.0,45.0,15.0,1.0,38.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0339,S0099-100,S0100-100,F0340,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,40.0,14.0,26.0,15.0,12.0,30.0,39.0,58.0,56.0,15.0,27.0,49.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0340,S0100-100,S0099-100,F0339,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,OLR,39.0,58.0,56.0,15.0,27.0,49.0,40.0,14.0,26.0,15.0,12.0,30.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0341,S0100-100,S0101-100,F0342,Auto,SSMF,73.0,15.33,0.0,0.01,0.0,17.76,1226.4,0.058,0.427200187,0.25,0.25,0.0,0.0,15.33,1226.4,0.058,0.427200187,,OLR,OLR,39.0,58.0,56.0,15.0,27.0,49.0,39.0,39.0,58.0,15.0,41.0,10.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0342,S0101-100,S0100-100,F0341,Auto,SSMF,73.0,15.33,0.0,0.01,0.0,17.76,1226.4,0.058,0.427200187,0.25,0.25,0.0,0.0,15.33,1226.4,0.058,0.427200187,,OLR,OLR,39.0,39.0,58.0,15.0,41.0,10.0,39.0,58.0,56.0,15.0,27.0,49.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0351,S0103-100,S0102-100,F0352,Auto,LEAF Corning,73.0,16.06,0.0,0.01,0.0,18.49,306.6,0.086,0.341760149,0.25,0.25,0.0,0.0,16.06,306.6,0.086,0.341760149,,OLR,OLR,38.0,44.0,49.0,14.0,54.0,13.0,38.0,57.0,31.0,15.0,34.0,44.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0352,S0102-100,S0103-100,F0351,Auto,LEAF Corning,73.0,16.06,0.0,0.01,0.0,18.49,306.6,0.086,0.341760149,0.25,0.25,0.0,0.0,16.06,306.6,0.086,0.341760149,,OLR,OLR,38.0,57.0,31.0,15.0,34.0,44.0,38.0,44.0,49.0,14.0,54.0,13.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0349,S0104-100,S0103-100,F0350,Auto,LEAF Corning,73.0,16.06,0.0,0.01,0.0,18.49,306.6,0.086,0.341760149,0.25,0.25,0.0,0.0,16.06,306.6,0.086,0.341760149,,OLR,OLR,38.0,35.0,34.0,14.0,22.0,35.0,38.0,44.0,49.0,14.0,54.0,13.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0350,S0103-100,S0104-100,F0349,Auto,LEAF Corning,73.0,16.06,0.0,0.01,0.0,18.49,306.6,0.086,0.341760149,0.25,0.25,0.0,0.0,16.06,306.6,0.086,0.341760149,,OLR,OLR,38.0,44.0,49.0,14.0,54.0,13.0,38.0,35.0,34.0,14.0,22.0,35.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0347,S0106-100,S0104-100,F0348,Auto,LEAF Corning,73.0,16.06,0.0,0.01,0.0,18.49,306.6,0.086,0.341760149,0.25,0.25,0.0,0.0,16.06,306.6,0.086,0.341760149,,OLR,OLR,38.0,31.0,42.0,14.0,4.0,18.0,38.0,35.0,34.0,14.0,22.0,35.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0348,S0104-100,S0106-100,F0347,Auto,LEAF Corning,73.0,16.06,0.0,0.01,0.0,18.49,306.6,0.086,0.341760149,0.25,0.25,0.0,0.0,16.06,306.6,0.086,0.341760149,,OLR,OLR,38.0,35.0,34.0,14.0,22.0,35.0,38.0,31.0,42.0,14.0,4.0,18.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0345,S0105-100,S0106-100,F0346,Auto,LEAF Corning,73.0,16.06,0.0,0.01,0.0,18.49,306.6,0.086,0.341760149,0.25,0.25,0.0,0.0,16.06,306.6,0.086,0.341760149,,OLR,OLR,38.0,23.0,58.0,13.0,47.0,0.0,38.0,31.0,42.0,14.0,4.0,18.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0346,S0106-100,S0105-100,F0345,Auto,LEAF Corning,73.0,16.06,0.0,0.01,0.0,18.49,306.6,0.086,0.341760149,0.25,0.25,0.0,0.0,16.06,306.6,0.086,0.341760149,,OLR,OLR,38.0,31.0,42.0,14.0,4.0,18.0,38.0,23.0,58.0,13.0,47.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0359,S0108-100,S0107-100,F0360,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,OLR,OLR,39.0,37.0,41.0,16.0,55.0,47.0,39.0,24.0,43.0,16.0,55.0,17.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0360,S0107-100,S0108-100,F0359,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,OLR,OLR,39.0,24.0,43.0,16.0,55.0,17.0,39.0,37.0,41.0,16.0,55.0,47.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0357,S0109-100,S0108-100,F0358,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,OLR,OLR,39.0,52.0,7.0,17.0,1.0,43.0,39.0,37.0,41.0,16.0,55.0,47.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0358,S0108-100,S0109-100,F0357,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,OLR,OLR,39.0,37.0,41.0,16.0,55.0,47.0,39.0,52.0,7.0,17.0,1.0,43.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0355,S0110-100,S0109-100,F0356,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,OLR,OLR,40.0,7.0,16.0,17.0,11.0,36.0,39.0,52.0,7.0,17.0,1.0,43.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0356,S0109-100,S0110-100,F0355,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,OLR,OLR,39.0,52.0,7.0,17.0,1.0,43.0,40.0,7.0,16.0,17.0,11.0,36.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0365,S0112-100,S0111-100,F0366,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,OLR,38.0,25.0,7.0,15.0,23.0,52.0,38.0,4.0,57.0,15.0,15.0,28.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0366,S0111-100,S0112-100,F0365,Auto,SSMF,100.0,15.24,0.0,0.01,0.0,24.1,1680.0,0.058,1.593737745,0.25,0.25,0.0,0.0,15.24,1680.0,0.058,1.593737745,,OLR,OLR,38.0,4.0,57.0,15.0,15.0,28.0,38.0,25.0,7.0,15.0,23.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0363,S0113-100,S0112-100,F0364,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,OLR,38.0,39.0,25.0,15.0,37.0,42.0,38.0,25.0,7.0,15.0,23.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0364,S0112-100,S0113-100,F0363,Auto,SSMF,100.0,15.24,0.0,0.01,0.0,24.1,1680.0,0.058,1.593737745,0.25,0.25,0.0,0.0,15.24,1680.0,0.058,1.593737745,,OLR,OLR,38.0,25.0,7.0,15.0,23.0,52.0,38.0,39.0,25.0,15.0,37.0,42.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0369,S0114-100,S0115-100,F0370,Auto,LEAF Corning,78.25,17.215,0.0,0.01,0.0,19.7975,328.65,0.086,0.35383612,0.25,0.25,0.0,0.0,17.215,328.65,0.086,0.35383612,,OLR,OLR,37.0,56.0,23.0,15.0,32.0,16.0,38.0,13.0,6.0,15.0,56.0,58.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0370,S0115-100,S0114-100,F0369,Auto,LEAF Corning,78.25,17.215,0.0,0.01,0.0,19.7975,328.65,0.086,0.35383612,0.25,0.25,0.0,0.0,17.215,328.65,0.086,0.35383612,,OLR,OLR,38.0,13.0,6.0,15.0,56.0,58.0,37.0,56.0,23.0,15.0,32.0,16.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0371,S0115-100,S0116-100,F0372,Auto,LEAF Corning,78.25,17.215,0.0,0.01,0.0,19.7975,328.65,0.086,0.35383612,0.25,0.25,0.0,0.0,17.215,328.65,0.086,0.35383612,,OLR,OLR,38.0,13.0,6.0,15.0,56.0,58.0,38.0,34.0,47.0,16.0,22.0,40.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0372,S0116-100,S0115-100,F0371,Auto,LEAF Corning,78.25,17.215,0.0,0.01,0.0,19.7975,328.65,0.086,0.35383612,0.25,0.25,0.0,0.0,17.215,328.65,0.086,0.35383612,,OLR,OLR,38.0,34.0,47.0,16.0,22.0,40.0,38.0,13.0,6.0,15.0,56.0,58.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0375,S0117-100,S0118-100,F0376,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,OLR,OLR,45.0,11.0,12.0,10.0,43.0,40.0,45.0,11.0,12.0,11.0,7.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0376,S0118-100,S0117-100,F0375,Auto,SSMF,54.0,11.34,0.0,0.01,0.0,13.18,907.2,0.058,0.367423461,0.25,0.25,0.0,0.0,11.34,907.2,0.058,0.367423461,,OLR,OLR,45.0,11.0,12.0,11.0,7.0,23.0,45.0,11.0,12.0,10.0,43.0,40.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0379,S0120-100,S0119-100,F0380,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,OLR,37.0,52.0,5.0,13.0,9.0,56.0,37.0,39.0,35.0,13.0,15.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0380,S0119-100,S0120-100,F0379,Auto,SSMF,100.0,14.52,0.0,0.01,0.0,24.1,1680.0,0.058,1.555634918,0.25,0.25,0.0,0.0,14.52,1680.0,0.058,1.555634918,,OLR,OLR,37.0,39.0,35.0,13.0,15.0,52.0,37.0,52.0,5.0,13.0,9.0,56.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0383,S0121-100,S0122-100,F0384,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,OLR,OLR,38.0,3.0,0.0,13.0,54.0,25.0,37.0,54.0,2.0,14.0,19.0,8.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0384,S0122-100,S0121-100,F0383,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,OLR,OLR,37.0,54.0,2.0,14.0,19.0,8.0,38.0,3.0,0.0,13.0,54.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0385,S0122-100,S0123-100,F0386,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,OLR,OLR,37.0,54.0,2.0,14.0,19.0,8.0,37.0,46.0,14.0,14.0,40.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0386,S0123-100,S0122-100,F0385,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,OLR,OLR,37.0,46.0,14.0,14.0,40.0,52.0,37.0,54.0,2.0,14.0,19.0,8.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0397,S0124-100,S0125-100,F0398,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,OLR,37.0,10.0,56.0,14.0,2.0,49.0,37.0,5.0,2.0,14.0,21.0,36.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0398,S0125-100,S0124-100,F0397,Auto,SSMF,100.0,16.56,0.0,0.01,0.0,24.1,1680.0,0.058,1.661324772,0.25,0.25,0.0,0.0,16.56,1680.0,0.058,1.661324772,,OLR,OLR,37.0,5.0,2.0,14.0,21.0,36.0,37.0,10.0,56.0,14.0,2.0,49.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0395,S0126-100,S0125-100,F0396,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,OLR,36.0,53.0,58.0,14.0,34.0,27.0,37.0,5.0,2.0,14.0,21.0,36.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0396,S0125-100,S0126-100,F0395,Auto,SSMF,100.0,16.56,0.0,0.01,0.0,24.1,1680.0,0.058,1.661324772,0.25,0.25,0.0,0.0,16.56,1680.0,0.058,1.661324772,,OLR,OLR,37.0,5.0,2.0,14.0,21.0,36.0,36.0,53.0,58.0,14.0,34.0,27.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0393,S0127-100,S0126-100,F0394,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,OLR,36.0,47.0,39.0,14.0,55.0,42.0,36.0,53.0,58.0,14.0,34.0,27.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0394,S0126-100,S0127-100,F0393,Auto,SSMF,100.0,16.56,0.0,0.01,0.0,24.1,1680.0,0.058,1.661324772,0.25,0.25,0.0,0.0,16.56,1680.0,0.058,1.661324772,,OLR,OLR,36.0,53.0,58.0,14.0,34.0,27.0,36.0,47.0,39.0,14.0,55.0,42.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
