#name,startNode,endNode,backname,mode,fiberType,length,measuredLossC,fixFiberMargin,fiberMarginPerKm,spanFixMargin,totalFiberLoss,measuredDispersionLambdaRefC,measuredDispersionSlopeC,measuredPmd,lossesToNode,lossesFromNode,deltaBackwardPumpingRamanGain,deltaForwardPumpingRamanGain,estimatedLossC,estimatedDispersionLambdaRefC,estimatedDispersionSlopeC,estimatedPmd,sharedRiskLinkGroup,startNodeType,endNodeType,startSiteLatitudeDeg,startSiteLatitudeMin,startSiteLatitudeSec,startSiteLongitudeDeg,startSiteLongitudeMin,startSiteLongitudeSec,endSiteLatitudeDeg,endSiteLatitudeMin,endSiteLatitudeSec,endSiteLongitudeDeg,endSiteLongitudeMin,endSiteLongitudeSec,startNode.version,endNode.version,startNode.systemType,endNode.systemType,dhcpPoolDomainName,protecting,subNetNameSource,subNetDescriptionSource,subNetAreaScaleSource,subNetAreaHeightSource,subNetAreaWidthSource,subNetLatitudeSource,subNetLongitudeSource,subNetIconLatitudeSource,subNetIconLongitudeSource,subNetNameTarget,subNetDescriptionTarget,subNetAreaScaleTarget,subNetAreaHeightTarget,subNetAreaWidthTarget,subNetLatitudeTarget,subNetLongitudeTarget,subNetIconLatitudeTarget,subNetIconLongitudeTarget
#Version 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F0118,S0016-100,4,F0117,Auto,LEAF Corning,56.0,12.32,0.0,0.01,0.0,14.28,235.2,0.086,0.29933259,0.25,0.25,0.0,0.0,12.32,235.2,0.086,0.29933259,,OLR,ONN-X96,46.0,16.0,44.0,10.0,57.0,0.0,46.0,40.0,34.0,10.0,57.0,30.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0155,S0007-100,27,F0156,Auto,LEAF Corning,54.0,11.88,0.0,0.01,0.0,13.72,226.8,0.086,0.293938769,0.25,0.25,0.0,0.0,11.88,226.8,0.086,0.293938769,,OLR,ONN-X96,43.0,11.0,49.0,13.0,57.0,23.0,42.0,52.0,40.0,13.0,54.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0156,27,S0007-100,F0155,Auto,LEAF Corning,54.0,11.88,0.0,0.01,0.0,13.72,226.8,0.086,0.293938769,0.25,0.25,0.0,0.0,11.88,226.8,0.086,0.293938769,,ONN-X96,OLR,42.0,52.0,40.0,13.0,54.0,25.0,43.0,11.0,49.0,13.0,57.0,23.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0271,S0066-100,27,F0272,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,OLR,ONN-X96,42.0,41.0,25.0,13.0,26.0,15.0,42.0,52.0,40.0,13.0,54.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0272,27,S0066-100,F0271,Auto,SSMF,62.0,13.02,0.0,0.01,0.0,15.139999999,1041.6,0.058,0.393700393,0.25,0.25,0.0,0.0,13.02,1041.6,0.058,0.393700393,,ONN-X96,OLR,42.0,52.0,40.0,13.0,54.0,25.0,42.0,41.0,25.0,13.0,26.0,15.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0141,27,S0067-100,F0142,Auto,LEAF Corning,54.5,11.99,0.0,0.01,0.0,13.935,228.9,0.086,0.295296461,0.25,0.25,0.0,0.0,11.99,228.9,0.086,0.295296461,,ONN-X96,OLR,42.0,52.0,40.0,13.0,54.0,25.0,42.0,27.0,14.0,14.0,16.0,10.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0142,S0067-100,27,F0141,Auto,LEAF Corning,54.5,11.99,0.0,0.01,0.0,13.935,228.9,0.086,0.295296461,0.25,0.25,0.0,0.0,11.99,228.9,0.086,0.295296461,,OLR,ONN-X96,42.0,27.0,14.0,14.0,16.0,10.0,42.0,52.0,40.0,13.0,54.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0139,37,S0008-100,F0140,Auto,SSMF,74.0,15.54,0.0,0.01,0.0,17.979999999,1243.2,0.058,0.430116263,0.25,0.25,0.0,0.0,15.54,1243.2,0.058,0.430116263,,ONN-X96,OLR,42.0,0.0,9.0,14.0,53.0,43.0,41.0,50.0,36.0,15.0,19.0,55.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0140,S0008-100,37,F0139,Auto,SSMF,74.0,15.54,0.0,0.01,0.0,17.979999999,1243.2,0.058,0.430116263,0.25,0.25,0.0,0.0,15.54,1243.2,0.058,0.430116263,,OLR,ONN-X96,41.0,50.0,36.0,15.0,19.0,55.0,42.0,0.0,9.0,14.0,53.0,43.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0275,S0067-100,37,F0276,Auto,LEAF Corning,54.5,11.99,0.0,0.01,0.0,13.935,228.9,0.086,0.295296461,0.25,0.25,0.0,0.0,11.99,228.9,0.086,0.295296461,,OLR,ONN-X96,42.0,27.0,14.0,14.0,16.0,10.0,42.0,0.0,9.0,14.0,53.0,43.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0276,37,S0067-100,F0275,Auto,LEAF Corning,54.5,11.99,0.0,0.01,0.0,13.935,228.9,0.086,0.295296461,0.25,0.25,0.0,0.0,11.99,228.9,0.086,0.295296461,,ONN-X96,OLR,42.0,0.0,9.0,14.0,53.0,43.0,42.0,27.0,14.0,14.0,16.0,10.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0019,37,S0088-100,F0020,Auto,SSMF,76.5,16.064999999,0.0,0.01,0.0,18.529999999,1285.2,0.058,0.437321392,0.25,0.25,0.0,0.0,16.064999999,1285.2,0.058,0.437321392,,ONN-X96,OLR,42.0,0.0,9.0,14.0,53.0,43.0,41.0,39.0,32.0,14.0,47.0,47.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0020,S0088-100,37,F0019,Auto,SSMF,76.5,16.064999999,0.0,0.01,0.0,18.529999999,1285.2,0.058,0.437321392,0.25,0.25,0.0,0.0,16.064999999,1285.2,0.058,0.437321392,,OLR,ONN-X96,41.0,39.0,32.0,14.0,47.0,47.0,42.0,0.0,9.0,14.0,53.0,43.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0017,22,23,F0018,Auto,LEAF Corning,33.0,7.26,0.0,0.01,0.0,8.59,138.6,0.086,0.229782505,0.25,0.25,0.0,0.0,7.26,138.6,0.086,0.229782505,,ONN-X96,ONN-X96,40.0,51.0,59.0,14.0,15.0,10.0,41.0,6.0,54.0,14.0,40.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0018,23,22,F0017,Auto,LEAF Corning,33.0,7.26,0.0,0.01,0.0,8.59,138.6,0.086,0.229782505,0.25,0.25,0.0,0.0,7.26,138.6,0.086,0.229782505,,ONN-X96,ONN-X96,41.0,6.0,54.0,14.0,40.0,52.0,40.0,51.0,59.0,14.0,15.0,10.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0313,S0086-100,22,F0314,Auto,LEAF Corning,79.5,17.49,0.0,0.01,0.0,20.085,333.9,0.086,0.35665109,0.25,0.25,0.0,0.0,17.49,333.9,0.086,0.35665109,,OLR,ONN-X96,41.0,15.0,5.0,13.0,21.0,18.0,40.0,51.0,59.0,14.0,15.0,10.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0314,22,S0086-100,F0313,Auto,LEAF Corning,79.5,17.49,0.0,0.01,0.0,20.085,333.9,0.086,0.35665109,0.25,0.25,0.0,0.0,17.49,333.9,0.086,0.35665109,,ONN-X96,OLR,40.0,51.0,59.0,14.0,15.0,10.0,41.0,15.0,5.0,13.0,21.0,18.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0029,22,S0092-100,F0030,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,ONN-X96,OLR,40.0,51.0,59.0,14.0,15.0,10.0,40.0,32.0,30.0,14.0,9.0,15.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0030,S0092-100,22,F0029,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,ONN-X96,40.0,32.0,30.0,14.0,9.0,15.0,40.0,51.0,59.0,14.0,15.0,10.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0021,23,S0012-100,F0022,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,ONN-X96,OLR,41.0,6.0,54.0,14.0,40.0,52.0,41.0,8.0,1.0,15.0,9.0,32.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0022,S0012-100,23,F0021,Auto,LEAF Corning,61.0,13.42,0.0,0.01,0.0,15.53,256.2,0.086,0.312409987,0.25,0.25,0.0,0.0,13.42,256.2,0.086,0.312409987,,OLR,ONN-X96,41.0,8.0,1.0,15.0,9.0,32.0,41.0,6.0,54.0,14.0,40.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0317,S0087-100,23,F0318,Auto,SSMF,76.0,15.959999999,0.0,0.01,0.0,18.42,1276.8,0.058,0.435889894,0.25,0.25,0.0,0.0,15.959999999,1276.8,0.058,0.435889894,,OLR,ONN-X96,41.0,26.0,58.0,14.0,46.0,18.0,41.0,6.0,54.0,14.0,40.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0318,23,S0087-100,F0317,Auto,SSMF,76.0,15.959999999,0.0,0.01,0.0,18.42,1276.8,0.058,0.435889894,0.25,0.25,0.0,0.0,15.959999999,1276.8,0.058,0.435889894,,ONN-X96,OLR,41.0,6.0,54.0,14.0,40.0,52.0,41.0,26.0,58.0,14.0,46.0,18.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0323,S0091-100,23,F0324,Auto,LEAF Corning,60.75,13.365,0.0,0.01,0.0,15.4725,255.15,0.086,0.311769145,0.25,0.25,0.0,0.0,13.365,255.15,0.086,0.311769145,,OLR,ONN-X96,41.0,32.0,53.0,13.0,59.0,51.0,41.0,6.0,54.0,14.0,40.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0324,23,S0091-100,F0323,Auto,LEAF Corning,60.75,13.365,0.0,0.01,0.0,15.4725,255.15,0.086,0.311769145,0.25,0.25,0.0,0.0,13.365,255.15,0.086,0.311769145,,ONN-X96,OLR,41.0,6.0,54.0,14.0,40.0,52.0,41.0,32.0,53.0,13.0,59.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0031,23,S0097-100,F0032,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,ONN-X96,OLR,41.0,6.0,54.0,14.0,40.0,52.0,40.0,50.0,52.0,14.0,48.0,17.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0032,S0097-100,23,F0031,Auto,SSMF,72.0,15.12,0.0,0.01,0.0,17.439999999,1209.6,0.058,0.424264068,0.25,0.25,0.0,0.0,15.12,1209.6,0.058,0.424264068,,OLR,ONN-X96,40.0,50.0,52.0,14.0,48.0,17.0,41.0,6.0,54.0,14.0,40.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0163,S0011-100,36,F0164,Auto,LEAF Corning,55.0,12.1,0.0,0.01,0.0,14.05,231.0,0.086,0.296647939,0.25,0.25,0.0,0.0,12.1,231.0,0.086,0.296647939,,OLR,ONN-X96,40.0,58.0,42.0,16.0,52.0,19.0,40.0,34.0,0.0,17.0,17.0,2.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0164,36,S0011-100,F0163,Auto,LEAF Corning,55.0,12.1,0.0,0.01,0.0,14.05,231.0,0.086,0.296647939,0.25,0.25,0.0,0.0,12.1,231.0,0.086,0.296647939,,ONN-X96,OLR,40.0,34.0,0.0,17.0,17.0,2.0,40.0,58.0,42.0,16.0,52.0,19.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0025,36,S0110-100,F0026,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,ONN-X96,OLR,40.0,34.0,0.0,17.0,17.0,2.0,40.0,7.0,16.0,17.0,11.0,36.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0026,S0110-100,36,F0025,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,OLR,ONN-X96,40.0,7.0,16.0,17.0,11.0,36.0,40.0,34.0,0.0,17.0,17.0,2.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0161,S0010-100,3,F0162,Auto,LEAF Corning,75.0,16.5,0.0,0.01,0.0,18.95,315.0,0.086,0.346410161,0.25,0.25,0.0,0.0,16.5,315.0,0.086,0.346410161,,OLR,ONN-X96,41.0,26.0,58.0,16.0,5.0,52.0,41.0,14.0,21.0,16.0,34.0,32.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0162,3,S0010-100,F0161,Auto,LEAF Corning,75.0,16.5,0.0,0.01,0.0,18.95,315.0,0.086,0.346410161,0.25,0.25,0.0,0.0,16.5,315.0,0.086,0.346410161,,ONN-X96,OLR,41.0,14.0,21.0,16.0,34.0,32.0,41.0,26.0,58.0,16.0,5.0,52.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0023,3,S0011-100,F0024,Auto,LEAF Corning,55.0,12.1,0.0,0.01,0.0,14.05,231.0,0.086,0.296647939,0.25,0.25,0.0,0.0,12.1,231.0,0.086,0.296647939,,ONN-X96,OLR,41.0,14.0,21.0,16.0,34.0,32.0,40.0,58.0,42.0,16.0,52.0,19.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0024,S0011-100,3,F0023,Auto,LEAF Corning,55.0,12.1,0.0,0.01,0.0,14.05,231.0,0.086,0.296647939,0.25,0.25,0.0,0.0,12.1,231.0,0.086,0.296647939,,OLR,ONN-X96,40.0,58.0,42.0,16.0,52.0,19.0,41.0,14.0,21.0,16.0,34.0,32.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0169,S0014-100,3,F0170,Auto,LEAF Corning,62.0,13.64,0.0,0.01,0.0,15.76,260.4,0.086,0.314960314,0.25,0.25,0.0,0.0,13.64,260.4,0.086,0.314960314,,OLR,ONN-X96,41.0,11.0,0.0,16.0,7.0,51.0,41.0,14.0,21.0,16.0,34.0,32.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0170,3,S0014-100,F0169,Auto,LEAF Corning,62.0,13.64,0.0,0.01,0.0,15.76,260.4,0.086,0.314960314,0.25,0.25,0.0,0.0,13.64,260.4,0.086,0.314960314,,ONN-X96,OLR,41.0,14.0,21.0,16.0,34.0,32.0,41.0,11.0,0.0,16.0,7.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0027,13,17,F0028,Auto,LEAF Corning,37.0,8.14,0.0,0.01,0.0,9.61,155.4,0.086,0.243310501,0.25,0.25,0.0,0.0,8.14,155.4,0.086,0.243310501,,ONN-X96,ONN-X96,38.0,59.0,50.0,16.0,50.0,21.0,39.0,2.0,8.0,16.0,6.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0028,17,13,F0027,Auto,LEAF Corning,37.0,8.14,0.0,0.01,0.0,9.61,155.4,0.086,0.243310501,0.25,0.25,0.0,0.0,8.14,155.4,0.086,0.243310501,,ONN-X96,ONN-X96,39.0,2.0,8.0,16.0,6.0,51.0,38.0,59.0,50.0,16.0,50.0,21.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0361,13,S0107-100,F0362,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,ONN-X96,OLR,38.0,59.0,50.0,16.0,50.0,21.0,39.0,24.0,43.0,16.0,55.0,17.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0362,S0107-100,13,F0361,Auto,LEAF Corning,66.8,14.696,0.0,0.01,0.0,16.964,280.56,0.086,0.326925067,0.25,0.25,0.0,0.0,14.696,280.56,0.086,0.326925067,,OLR,ONN-X96,39.0,24.0,43.0,16.0,55.0,17.0,38.0,59.0,50.0,16.0,50.0,21.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0373,S0116-100,13,F0374,Auto,LEAF Corning,78.25,17.215,0.0,0.01,0.0,19.7975,328.65,0.086,0.35383612,0.25,0.25,0.0,0.0,17.215,328.65,0.086,0.35383612,,OLR,ONN-X96,38.0,34.0,47.0,16.0,22.0,40.0,38.0,59.0,50.0,16.0,50.0,21.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0374,13,S0116-100,F0373,Auto,LEAF Corning,78.25,17.215,0.0,0.01,0.0,19.7975,328.65,0.086,0.35383612,0.25,0.25,0.0,0.0,17.215,328.65,0.086,0.35383612,,ONN-X96,OLR,38.0,59.0,50.0,16.0,50.0,21.0,38.0,34.0,47.0,16.0,22.0,40.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0333,17,S0096-100,F0334,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,ONN-X96,OLR,39.0,2.0,8.0,16.0,6.0,51.0,39.0,21.0,17.0,15.0,21.0,24.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0334,S0096-100,17,F0333,Auto,LEAF Corning,71.0,15.62,0.0,0.01,0.0,17.93,298.2,0.086,0.33704599,0.25,0.25,0.0,0.0,15.62,298.2,0.086,0.33704599,,OLR,ONN-X96,39.0,21.0,17.0,15.0,21.0,24.0,39.0,2.0,8.0,16.0,6.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0343,S0101-100,17,F0344,Auto,SSMF,73.0,15.33,0.0,0.01,0.0,17.76,1226.4,0.058,0.427200187,0.25,0.25,0.0,0.0,15.33,1226.4,0.058,0.427200187,,OLR,ONN-X96,39.0,39.0,58.0,15.0,41.0,10.0,39.0,2.0,8.0,16.0,6.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0344,17,S0101-100,F0343,Auto,SSMF,73.0,15.33,0.0,0.01,0.0,17.76,1226.4,0.058,0.427200187,0.25,0.25,0.0,0.0,15.33,1226.4,0.058,0.427200187,,ONN-X96,OLR,39.0,2.0,8.0,16.0,6.0,51.0,39.0,39.0,58.0,15.0,41.0,10.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0353,S0102-100,17,F0354,Auto,LEAF Corning,74.0,16.28,0.0,0.01,0.0,18.72,310.8,0.086,0.34409301,0.25,0.25,0.0,0.0,16.28,310.8,0.086,0.34409301,,OLR,ONN-X96,38.0,57.0,31.0,15.0,34.0,44.0,39.0,2.0,8.0,16.0,6.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0354,17,S0102-100,F0353,Auto,LEAF Corning,74.0,16.28,0.0,0.01,0.0,18.72,310.8,0.086,0.34409301,0.25,0.25,0.0,0.0,16.28,310.8,0.086,0.34409301,,ONN-X96,OLR,39.0,2.0,8.0,16.0,6.0,51.0,38.0,57.0,31.0,15.0,34.0,44.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0033,17,S0113-100,F0034,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,ONN-X96,OLR,39.0,2.0,8.0,16.0,6.0,51.0,38.0,39.0,25.0,15.0,37.0,42.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0034,S0113-100,17,F0033,Auto,SSMF,100.0,15.24,0.0,0.01,0.0,24.1,1680.0,0.058,1.593737745,0.25,0.25,0.0,0.0,15.24,1680.0,0.058,1.593737745,,OLR,ONN-X96,38.0,39.0,25.0,15.0,37.0,42.0,39.0,2.0,8.0,16.0,6.0,51.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0035,24,S0105-100,F0036,Auto,LEAF Corning,74.0,16.28,0.0,0.01,0.0,18.72,310.8,0.086,0.34409301,0.25,0.25,0.0,0.0,16.28,310.8,0.086,0.34409301,,ONN-X96,OLR,38.0,8.0,3.0,13.0,26.0,45.0,38.0,23.0,58.0,13.0,47.0,0.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0036,S0105-100,24,F0035,Auto,LEAF Corning,74.0,16.28,0.0,0.01,0.0,18.72,310.8,0.086,0.34409301,0.25,0.25,0.0,0.0,16.28,310.8,0.086,0.34409301,,OLR,ONN-X96,38.0,23.0,58.0,13.0,47.0,0.0,38.0,8.0,3.0,13.0,26.0,45.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0041,24,S0120-100,F0042,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,ONN-X96,OLR,38.0,8.0,3.0,13.0,26.0,45.0,37.0,52.0,5.0,13.0,9.0,56.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0042,S0120-100,24,F0041,Auto,SSMF,100.0,14.399999999,0.0,0.01,0.0,24.1,1680.0,0.058,1.549193338,0.25,0.25,0.0,0.0,14.399999999,1680.0,0.058,1.549193338,,OLR,ONN-X96,37.0,52.0,5.0,13.0,9.0,56.0,38.0,8.0,3.0,13.0,26.0,45.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0037,24,S0121-100,F0038,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,ONN-X96,OLR,38.0,8.0,3.0,13.0,26.0,45.0,38.0,3.0,0.0,13.0,54.0,25.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0038,S0121-100,24,F0037,Auto,SSMF,61.0,12.809999999,0.0,0.01,0.0,14.919999999,1024.8,0.058,0.390512483,0.25,0.25,0.0,0.0,12.809999999,1024.8,0.058,0.390512483,,OLR,ONN-X96,38.0,3.0,0.0,13.0,54.0,25.0,38.0,8.0,3.0,13.0,26.0,45.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
F0381,S0119-100,18,F0382,Auto,SSMF,100.0,21.0,0.0,0.01,0.0,24.1,1680.0,0.058,0.5,0.25,0.25,0.0,0.0,21.0,1680.0,0.058,0.5,,OLR,ONN-X96,37.0,39.0,35.0,13.0,15.0,52.0,37.0,21.0,57.0,13.0,34.0,39.0,5.1,5.1,hiT 7300+,hiT 7300+,,False,,,-1.0,-1.0,-1.0,,,,,,,-1.0,-1.0,-1.0,,,,
